model,year,mileage,description,price,price_status,source_url,scrape_date
تویوتا، کمری هیبرید,2024,صفر کیلومتر,2.5 لیتر پریمیوم ادیشن,6550000000,fixed,https://bama.ir/car/detail-6bm7fpfi-toyota-camryhybrid-premiumedition-2024,2025-11-10
تویوتا، کمری هیبرید,2025,صفر کیلومتر,2.5 لیتر لیمیتد,توافقی,negotiable,https://bama.ir/car/detail-zof12td9-toyota-camryhybrid-2.5literlimited-2025,2025-11-10
تویوتا، کمری هیبرید,2025,صفر کیلومتر,2.5 لیتر پریمیوم ادیشن,6800000000,fixed,https://bama.ir/car/detail-aises1tf-toyota-camryhybrid-premiumedition-2025,2025-11-10
تویوتا، کمری هیبرید,2015,"150,000 km",2.5 لیتر XLE,3780000000,fixed,https://bama.ir/car/detail-iuzomqnh-toyota-camryhybrid-xle-2015,2025-11-10
تویوتا، کمری هیبرید,2025,صفر کیلومتر,2.5 لیتر LE,توافقی,negotiable,https://bama.ir/car/detail-miglkkho-toyota-camryhybrid-le-2025,2025-11-10
تویوتا، کمری هیبرید,2025,700 km,2.5 لیتر LE,8500000000,fixed,https://bama.ir/car/detail-uvhctaqi-toyota-camryhybrid-le-2025,2025-11-10
تویوتا، یاریس صندوق دار,2024,صفر کیلومتر,1.5 لیتر,3150000000,fixed,https://bama.ir/car/detail-zlqtcnbx-toyota-yaris-1.5liter-2024,2025-11-10
تویوتا، یاریس هاچ بک,2015,"67,000 km",اتوماتیک,2100000000,fixed,https://bama.ir/car/detail-qbjzgm9d-toyota-yarishatchback-2015,2025-11-10
تیبا، صندوق دار,1394,"55,000 km",SX بنزینی,440000000,fixed,https://bama.ir/car/detail-9twx0gqu-tiba-sedan-sx-1394,2025-11-10
تیبا، صندوق دار,1394,"114,000 km",SX بنزینی,385000000,fixed,https://bama.ir/car/detail-x2dgkykq-tiba-sedan-sx-1394,2025-11-10
تیبا، هاچ بک,1396,"168,000 km",EX,440000000,fixed,https://bama.ir/car/detail-enczyfef-tiba-hatchback-ex-1396,2025-11-10
تیبا، هاچ بک,1396,"220,000 km",EX,400000000,fixed,https://bama.ir/car/detail-pcd6hcor-tiba-hatchback-ex-1396,2025-11-10
تیگارد، X35,1404,"2,900 km",اتوماتیک,1840000000,fixed,https://bama.ir/car/detail-hx0xzpdi-tigardmotor-x35-1404,2025-11-10
تیگارد، X35 پلاس,1404,صفر کیلومتر,1.5 لیتر توربو,1950000000,fixed,https://bama.ir/car/detail-yoifkot3-tigardmotor-x35plus-1.5literturbo-1404,2025-11-10
جتا، VS5,2023,صفر کیلومتر,1.4 لیتر توربو,توافقی,negotiable,https://bama.ir/car/detail-l2ky7prx-jetta-vs5-1.4liter-2023,2025-11-10
جتا، VS5,2023,صفر کیلومتر,1.4 لیتر توربو,توافقی,negotiable,https://bama.ir/car/detail-kqphnbac-jetta-vs5-1.4liter-2023,2025-11-10
جتا، VS7,2023,صفر کیلومتر,1.4 لیتر توربو,2900000000,fixed,https://bama.ir/car/detail-wi2zqe9s-jetta-vs7-1.4liter-2023,2025-11-10
جک، S3,1401,"10,000 km",اتوماتیک,توافقی,negotiable,https://bama.ir/car/detail-lmhpwudy-jac-s3-at-1401,2025-11-10
جک، S5,1400,"31,000 km",1.5 لیتر اتوماتیک,1750000000,fixed,https://bama.ir/car/detail-tgj7aypv-jac-s5-at1500-1400,2025-11-10
جک، S5,1396,"88,000 km",2.0 لیتر اتوماتیک,1485000000,fixed,https://bama.ir/car/detail-zvhoxeid-jac-s5-at2000-1396,2025-11-10
جک، S5,1402,"32,000 km",1.5 لیتر اتوماتیک,1900000000,fixed,https://bama.ir/car/detail-hbk2kaaz-jac-s5-at1500-1402,2025-11-10
جک، S5,1403,صفر کیلومتر,1.5 لیتر اتوماتیک,2135000000,fixed,https://bama.ir/car/detail-wieommvi-jac-s5-at1500-1403,2025-11-10
جک، جی 4,1402,"27,000 km",اتوماتیک,توافقی,negotiable,https://bama.ir/car/detail-89ktqbla-jac-j4-1402,2025-11-10
جک، جی 4,1404,صفر کیلومتر,اتوماتیک,توافقی,negotiable,https://bama.ir/car/detail-x8efjojh-jac-j4-1404,2025-11-10
جک، جی 4,1404,صفر کیلومتر,اتوماتیک,1180000000,fixed,https://bama.ir/car/detail-j7uugzh4-jac-j4-1404,2025-11-10
جک، جی 4,1403,"32,000 km",اتوماتیک,توافقی,negotiable,https://bama.ir/car/detail-estvzd2x-jac-j4-1403,2025-11-10
جک، جی 4,1401,"43,256 km",اتوماتیک,989000000,fixed,https://bama.ir/car/detail-t9kxrsgx-jac-j4-1401,2025-11-10
جک، جی 4,1404,صفر کیلومتر,اتوماتیک,1235000000,fixed,https://bama.ir/car/detail-wtj5nts9-jac-j4-1404,2025-11-10
جی ای سی، GS3 Emzoom,2024,صفر کیلومتر,1.5 لیتر توربو,توافقی,negotiable,https://bama.ir/car/detail-v730cod2-gacgonow-gs3emzoom-gs3emzoom-2024,2025-11-10
جی ای سی، امپو,2024,"27,500 km",1.5 لیتر توربو,توافقی,negotiable,https://bama.ir/car/detail-5gvihkfe-gacgonow-empow-1.5literturbo-2024,2025-11-10
حواله اطلس، G,1404,صفر کیلومتر,دنده ای,360000000,fixed,https://bama.ir/car/detail-kmtwvizr-atlas-g-mt-1404,2025-11-10
حواله اطلس، GL,1404,صفر کیلومتر,دنده ای,100000000,fixed,https://bama.ir/car/detail-aubidvte-atlas-gl-mt-1404,2025-11-10
حواله بی ای سی، X3 PRO,1404,صفر کیلومتر,1.5 لیتر,1550000000,fixed,https://bama.ir/car/detail-z4e09j5u-bac-x3pro-1.5liter-1404,2025-11-10
حواله بی ای سی، X3 PRO,1404,صفر کیلومتر,1.5 لیتر,1550000000,fixed,https://bama.ir/car/detail-r10k73bk-bac-x3pro-1.5liter-1404,2025-11-10
حواله بی ای سی، X3 PRO,1404,صفر کیلومتر,1.5 لیتر,1550000000,fixed,https://bama.ir/car/detail-f5pl9goq-bac-x3pro-1.5liter-1404,2025-11-10
حواله بیجینگ، U5 پلاس,1404,صفر کیلومتر,1.5 لیتر,1750000000,fixed,https://bama.ir/car/detail-69qmxhn5-beijing-U5-1.5liter-1404,2025-11-10
حواله دنا، پلاس EF7,1404,صفر کیلومتر,اتوماتیک توربو آپشنال,620000000,fixed,https://bama.ir/car/detail-cvtgby2m-dena-plus-turboautomaticoptional-1404,2025-11-10
حواله دنا، پلاس EF7P,1404,صفر کیلومتر,6 دنده,110000000,fixed,https://bama.ir/car/detail-fxmlobfi-dena-plusef7p-6mt-1404,2025-11-10
حواله ساینا، S,1404,صفر کیلومتر,دنده ای بنزینی,300000000,fixed,https://bama.ir/car/detail-h5gl2mf7-saina-manuals-mtgas-1404,2025-11-10
حواله سمند، سورن,1404,صفر کیلومتر,پلاس XU7P بنزینی,توافقی,negotiable,https://bama.ir/car/detail-t8e0fabu-samand-soren-plusxu7p-1404,2025-11-10
حواله سمند، سورن,1404,صفر کیلومتر,پلاس XU7P بنزینی,325000000,fixed,https://bama.ir/car/detail-nd8zksis-samand-soren-plusxu7p-1404,2025-11-10
حواله شاهین، G دنده ای,1404,صفر کیلومتر,دنده ای,450000000,fixed,https://bama.ir/car/detail-fn9vp34r-shahin-g-1404,2025-11-10
حواله فولکس، ID.4 Crozz,2025,صفر کیلومتر,PURE,2700000000,fixed,https://bama.ir/car/detail-doenlfco-volkswagen-id4crozz-pure-2025,2025-11-10
حواله وویا، فری,2025,صفر کیلومتر,1.5 لیتر توربو,4950000000,fixed,https://bama.ir/car/detail-vgtai2nc-Voyah-free-1.5liter-2025,2025-11-10
حواله پژو، 207,1404,صفر کیلومتر,پانوراما دنده ای TU5,520000000,fixed,https://bama.ir/car/detail-cftag82v-peugeot-207-manualpanorama-1404,2025-11-10
حواله کوییک، دنده ای S,1404,صفر کیلومتر,دنده ای,295000000,fixed,https://bama.ir/car/detail-c2gwqlxr-quick-manuals-1404,2025-11-10
حواله کی ام سی، A5,1404,صفر کیلومتر,1.5 لیتر توربو,2150000000,fixed,https://bama.ir/car/detail-jdt4exfe-kmc-a5-1.5literturbo-1404,2025-11-10
حواله کی ام سی، SR3,1404,صفر کیلومتر,1.6 لیتر,1700000000,fixed,https://bama.ir/car/detail-0wbhxg2q-kmc-sr3-1.6liter-1404,2025-11-10
حواله کی ام سی، X5,1404,صفر کیلومتر,1.5 لیتر توربو,2380000000,fixed,https://bama.ir/car/detail-lbyblqmr-kmc-x5-1.5literturbo-1404,2025-11-10
حواله کی ام سی، ایگل,1404,صفر کیلومتر,1.5 لیتر,1320000000,fixed,https://bama.ir/car/detail-pe0akn7i-kmc-eagle-1.5liter-1404,2025-11-10
دامای، X5,2018,"90,000 km",اتوماتیک,2500000000,fixed,https://bama.ir/car/detail-f70owqra-domy-x5-2018,2025-11-10
دانگ فنگ، H30 کراس,1397,"77,000 km",اتوماتیک,890000000,fixed,https://bama.ir/car/detail-lubcvtrl-dongfeng-h30cross-1397,2025-11-10
دانگ فنگ، H30 کراس,1397,"109,000 km",اتوماتیک,790000000,fixed,https://bama.ir/car/detail-xoksw6xu-dongfeng-h30cross-1397,2025-11-10
دایون، Y5 پلاس,1402,"19,000 km",اتوماتیک,توافقی,negotiable,https://bama.ir/car/detail-tbtpeorv-dayun-y5plus-1402,2025-11-10
دنا، پلاس EF7,1404,صفر کیلومتر,اتوماتیک توربو آپشنال,1370000000,fixed,https://bama.ir/car/detail-acqqkust-dena-plus-turboautomaticoptional-1404,2025-11-10
دنا، پلاس EF7,1399,"36,000 km",5 دنده ساده,980000000,fixed,https://bama.ir/car/detail-secbodv5-dena-plus-basicmanual-1399,2025-11-10
دنا، پلاس EF7,1402,"22,800 km",5 دنده ساده,1025000000,fixed,https://bama.ir/car/detail-s1qbwr8i-dena-plus-basicmanual-1402,2025-11-10
دنا، پلاس EF7,1402,"38,000 km",اتوماتیک توربو آپشنال,1070000000,fixed,https://bama.ir/car/detail-qpns4dru-dena-plus-turboautomaticoptional-1402,2025-11-10
دنا، پلاس EF7,1404,صفر کیلومتر,اتوماتیک توربو آپشنال,توافقی,negotiable,https://bama.ir/car/detail-aqgzcfj8-dena-plus-turboautomaticoptional-1404,2025-11-10
دنا، پلاس EF7,1401,"21,600 km",اتوماتیک توربو ساده,1090000000,fixed,https://bama.ir/car/detail-mdpqscbf-dena-plus-turboautomatic-1401,2025-11-10
دنا، پلاس EF7,1397,"55,000 km",5 دنده ساده,880000000,fixed,https://bama.ir/car/detail-usmpt2xq-dena-plus-basicmanual-1397,2025-11-10
دنا، پلاس EF7,1401,"20,000 km",اتوماتیک توربو ساده,1150000000,fixed,https://bama.ir/car/detail-vxfwpnya-dena-plus-turboautomatic-1401,2025-11-10
دنا، پلاس EF7,1402,صفر کیلومتر,اتوماتیک توربو آپشنال,توافقی,negotiable,https://bama.ir/car/detail-gi1bjqxp-dena-plus-turboautomaticoptional-1402,2025-11-10
دنا، پلاس EF7,1399,"54,000 km",5 دنده ساده,880000000,fixed,https://bama.ir/car/detail-cqfy69bi-dena-plus-basicmanual-1399,2025-11-10
دنا، پلاس EF7,1400,"48,000 km",اتوماتیک توربو ساده,1048000000,fixed,https://bama.ir/car/detail-4fynqjsk-dena-plus-turboautomatic-1400,2025-11-10
دنا، پلاس EF7,1404,صفر کیلومتر,اتوماتیک توربو آپشنال,توافقی,negotiable,https://bama.ir/car/detail-hyesti2h-dena-plus-turboautomaticoptional-1404,2025-11-10
دنا، پلاس EF7,1402,"27,000 km",اتوماتیک توربو آپشنال,1160000000,fixed,https://bama.ir/car/detail-x9rbego4-dena-plus-turboautomaticoptional-1402,2025-11-10
دنا، پلاس EF7,1402,"11,000 km",اتوماتیک توربو ساده,1000000000,fixed,https://bama.ir/car/detail-p6rol7lc-dena-plus-turboautomatic-1402,2025-11-10
دنا، پلاس EF7,1404,صفر کیلومتر,اتوماتیک توربو آپشنال,توافقی,negotiable,https://bama.ir/car/detail-acmr2mti-dena-plus-turboautomaticoptional-1404,2025-11-10
دنا، پلاس EF7,1404,صفر کیلومتر,اتوماتیک توربو آپشنال,توافقی,negotiable,https://bama.ir/car/detail-cyksicvp-dena-plus-turboautomaticoptional-1404,2025-11-10
دنا، پلاس EF7,1400,"88,000 km",5 دنده ساده,920000000,fixed,https://bama.ir/car/detail-ef12jbgw-dena-plus-basicmanual-1400,2025-11-10
دنا، پلاس EF7,1404,صفر کیلومتر,اتوماتیک توربو آپشنال,1177000000,fixed,https://bama.ir/car/detail-1ylupkwq-dena-plus-turboautomaticoptional-1404,2025-11-10
دنا، پلاس EF7,1397,"76,000 km",5 دنده ساده,928000000,fixed,https://bama.ir/car/detail-l9pymoa3-dena-plus-basicmanual-1397,2025-11-10
دنا، پلاس EF7,1404,صفر کیلومتر,اتوماتیک توربو آپشنال,1250000000,fixed,https://bama.ir/car/detail-pihq2mgr-dena-plus-turboautomaticoptional-1404,2025-11-10
دنا، پلاس EF7,1404,صفر کیلومتر,اتوماتیک توربو آپشنال,1380000000,fixed,https://bama.ir/car/detail-jxk4mnew-dena-plus-turboautomaticoptional-1404,2025-11-10
دنا، پلاس EF7,1404,صفر کیلومتر,اتوماتیک توربو آپشنال,1315000000,fixed,https://bama.ir/car/detail-fezwj19v-dena-plus-turboautomaticoptional-1404,2025-11-10
دنا، پلاس EF7,1404,صفر کیلومتر,اتوماتیک توربو آپشنال,توافقی,negotiable,https://bama.ir/car/detail-pkqjevhc-dena-plus-turboautomaticoptional-1404,2025-11-10
دنا، پلاس EF7,1404,صفر کیلومتر,اتوماتیک توربو آپشنال,1385000000,fixed,https://bama.ir/car/detail-m3lphrc5-dena-plus-turboautomaticoptional-1404,2025-11-10
دنا، پلاس EF7,1401,"37,000 km",6 دنده توربو,1015000000,fixed,https://bama.ir/car/detail-4qr3oil7-dena-plus-turbo6mt-1401,2025-11-10
دنا، پلاس EF7P,1404,صفر کیلومتر,6 دنده,1170000000,fixed,https://bama.ir/car/detail-bkthvlqs-dena-plusef7p-6mt-1404,2025-11-10
دنا، پلاس EF7P,1404,صفر کیلومتر,6 دنده,1170000000,fixed,https://bama.ir/car/detail-rvkvyhbx-dena-plusef7p-6mt-1404,2025-11-10
دنا، پلاس EF7P,1403,"3,200 km",6 دنده,1075000000,fixed,https://bama.ir/car/detail-4sqkeonl-dena-plusef7p-6mt-1403,2025-11-10
دنا، پلاس EF7P,1404,صفر کیلومتر,6 دنده,1375000000,fixed,https://bama.ir/car/detail-uv2ua3r8-dena-plusef7p-6mt-1404,2025-11-10
دنا، پلاس EF7P,1404,صفر کیلومتر,6 دنده,توافقی,negotiable,https://bama.ir/car/detail-kwd4e6fj-dena-plusef7p-6mt-1404,2025-11-10
دنا، پلاس EF7P,1404,صفر کیلومتر,6 دنده,1050000000,fixed,https://bama.ir/car/detail-2ljnhfks-dena-plusef7p-6mt-1404,2025-11-10
دنا، پلاس EF7P,1404,صفر کیلومتر,6 دنده,توافقی,negotiable,https://bama.ir/car/detail-4oozxzgh-dena-plusef7p-6mt-1404,2025-11-10
دنا، پلاس EF7P,1404,صفر کیلومتر,6 دنده,1185000000,fixed,https://bama.ir/car/detail-nciiy6zu-dena-plusef7p-6mt-1404,2025-11-10
دنا، پلاس EF7P,1404,صفر کیلومتر,6 دنده,1090000000,fixed,https://bama.ir/car/detail-jgf0vmad-dena-plusef7p-6mt-1404,2025-11-10
دنا، پلاس EF7P,1404,صفر کیلومتر,6 دنده,توافقی,negotiable,https://bama.ir/car/detail-eqcxjfij-dena-plusef7p-6mt-1404,2025-11-10
دیگنیتی، پرایم,1404,صفر کیلومتر,اتوماتیک,2120000000,fixed,https://bama.ir/car/detail-icvrtvx5-dignity-prime-1404,2025-11-10
دیگنیتی، پرایم,1404,صفر کیلومتر,اتوماتیک,2250000000,fixed,https://bama.ir/car/detail-h32dlgaf-dignity-prime-1404,2025-11-10
دیگنیتی، پرایم,1404,صفر کیلومتر,اتوماتیک,2150000000,fixed,https://bama.ir/car/detail-7c9k3mnk-dignity-prime-1404,2025-11-10
دیگنیتی، پرایم,1404,صفر کیلومتر,اتوماتیک,1500000000,fixed,https://bama.ir/car/detail-6wgc4m8f-dignity-prime-1404,2025-11-10
دیگنیتی، پرایم,1404,صفر کیلومتر,اتوماتیک,توافقی,negotiable,https://bama.ir/car/detail-q5cwyxjg-dignity-prime-1404,2025-11-10
دیگنیتی، پرایم,1404,صفر کیلومتر,اتوماتیک,2150000000,fixed,https://bama.ir/car/detail-uivev2zp-dignity-prime-1404,2025-11-10
دیگنیتی، پرایم,1404,صفر کیلومتر,اتوماتیک,2170000000,fixed,https://bama.ir/car/detail-zr4be8gp-dignity-prime-1404,2025-11-10
دیگنیتی، پرایم,1404,صفر کیلومتر,اتوماتیک,2140000000,fixed,https://bama.ir/car/detail-8zsvsx4f-dignity-prime-1404,2025-11-10
دیگنیتی، پرستیژ,1404,صفر کیلومتر,اتوماتیک,2580000000,fixed,https://bama.ir/car/detail-gtz2uliq-dignity-prestige-1404,2025-11-10
دیگنیتی، پرستیژ,1404,صفر کیلومتر,اتوماتیک,2700000000,fixed,https://bama.ir/car/detail-ajsnszy5-dignity-prestige-1404,2025-11-10
دیگنیتی، پرستیژ,1403,صفر کیلومتر,اتوماتیک,توافقی,negotiable,https://bama.ir/car/detail-4efug5vz-dignity-prestige-1403,2025-11-10
دیگنیتی، پرستیژ,1404,صفر کیلومتر,اتوماتیک,2650000000,fixed,https://bama.ir/car/detail-dwbjcpjq-dignity-prestige-1404,2025-11-10
دیگنیتی، پرستیژ,1404,صفر کیلومتر,اتوماتیک,توافقی,negotiable,https://bama.ir/car/detail-u8qy6ugd-dignity-prestige-1404,2025-11-10
دیگنیتی، پرستیژ,1402,"67,000 km",اتوماتیک,2310000000,fixed,https://bama.ir/car/detail-ey0uiiks-dignity-prestige-1402,2025-11-10
رانا، LX,1397,"125,000 km",دنده ای,650000000,fixed,https://bama.ir/car/detail-rshqm9uh-runna-lx-1397,2025-11-10
رانا، LX,1393,"190,000 km",دنده ای,350000000,fixed,https://bama.ir/car/detail-sllwkdtf-runna-lx-1393,2025-11-10
رانا، پلاس,1403,"24,000 km",دنده ای,840000000,fixed,https://bama.ir/car/detail-c6i1qrka-runna-plus-1403,2025-11-10
رانا، پلاس,1402,"25,000 km",دنده ای,830000000,fixed,https://bama.ir/car/detail-dxw451nf-runna-plus-1402,2025-11-10
رانا، پلاس,1404,"8,000 km",دنده ای,880000000,fixed,https://bama.ir/car/detail-enmoetzh-runna-plus-1404,2025-11-10
رانا، پلاس,1404,صفر کیلومتر,دنده ای,920000000,fixed,https://bama.ir/car/detail-eo2gdc0d-runna-plus-1404,2025-11-10
رانا، پلاس,1400,"50,000 km",دنده ای,370000000,fixed,https://bama.ir/car/detail-3nxhc62k-runna-plus-1400,2025-11-10
رانا، پلاس,1404,صفر کیلومتر,دنده ای,920000000,fixed,https://bama.ir/car/detail-sumgnrkd-runna-plus-1404,2025-11-10
رانا، پلاس,1403,صفر کیلومتر,دنده ای,توافقی,negotiable,https://bama.ir/car/detail-l6fycob2-runna-plus-1403,2025-11-10
رانا، پلاس,1404,صفر کیلومتر,دنده ای,توافقی,negotiable,https://bama.ir/car/detail-6js3riex-runna-plus-1404,2025-11-10
رانا، پلاس,1401,"71,000 km",دنده ای,760000000,fixed,https://bama.ir/car/detail-h0dwkfn2-runna-plus-1401,2025-11-10
رانا، پلاس,1403,"7,000 km",دنده ای,858000000,fixed,https://bama.ir/car/detail-07trjawk-runna-plus-1403,2025-11-10
رانا، پلاس پانوراما,1401,"24,000 km",دنده ای,885000000,fixed,https://bama.ir/car/detail-fc7mnp0n-runna-pluspanorama-1401,2025-11-10
رنو، آرکانا XM3,1404,صفر کیلومتر,1.6 لیتر,3840000000,fixed,https://bama.ir/car/detail-ahyqali7-renault-arkanaxm3-1.6liter-1404,2025-11-10
رنو، آرکانا XM3,1404,صفر کیلومتر,1.6 لیتر,3840000000,fixed,https://bama.ir/car/detail-tvsfw2sv-renault-arkanaxm3-1.6liter-1404,2025-11-10
رنو، آرکانا XM3,1404,صفر کیلومتر,1.6 لیتر,3840000000,fixed,https://bama.ir/car/detail-mi5znrte-renault-arkanaxm3-1.6liter-1404,2025-11-10
رنو، تالیسمان,2018,صفر کیلومتر,E3,توافقی,negotiable,https://bama.ir/car/detail-nx8dc4gf-renault-talisman-e3-2018,2025-11-10
رنو، تالیسمان,2017,"109,000 km",E3,3190000000,fixed,https://bama.ir/car/detail-ynpl5t3t-renault-talisman-e3-2017,2025-11-10
رنو، تالیسمان,2018,"73,000 km",E3,4250000000,fixed,https://bama.ir/car/detail-kdqlmb8y-renault-talisman-e3-2018,2025-11-10
رنو، تالیسمان,2017,"88,500 km",E3,3550000000,fixed,https://bama.ir/car/detail-lycduh4d-renault-talisman-e3-2017,2025-11-10
رنو، داستر,2018,"138,000 km",SE دو دیفرانسیل,2200000000,fixed,https://bama.ir/car/detail-uawn8vxr-renault-duster-se4wd-2018,2025-11-10
رنو، ساندرو,1395,"56,000 km",اتوماتیک,1260000000,fixed,https://bama.ir/car/detail-5muxcpjr-renault-sandero-at-1395,2025-11-10
رنو، ساندرو,1397,"1,000 km",اتوماتیک,1770000000,fixed,https://bama.ir/car/detail-4rfhgun2-renault-sandero-at-1397,2025-11-10
رنو، ساندرو,1396,"65,000 km",اتوماتیک,1370000000,fixed,https://bama.ir/car/detail-wzdfg7rk-renault-sandero-at-1396,2025-11-10
رنو، ساندرو استپ وی,1396,"82,000 km",اتوماتیک,1430000000,fixed,https://bama.ir/car/detail-zj2grz1h-renault-sanderostepway-at-1396,2025-11-10
رنو، ساندرو استپ وی,1398,صفر کیلومتر,اتوماتیک,2250000000,fixed,https://bama.ir/car/detail-fsi5egc0-renault-sanderostepway-at-1398,2025-11-10
رنو، فلوئنس,2017,"220,000 km",دنده ای,1350000000,fixed,https://bama.ir/car/detail-oyanpcwf-renault-fluence-mt-2017,2025-11-10
رنو، مگان (مونتاژ),1391,"299,000 km",2000,880000000,fixed,https://bama.ir/car/detail-hzx0hbkc-renault-meganir-2000-1391,2025-11-10
رنو، مگان (مونتاژ),1391,"260,000 km",2000,915000000,fixed,https://bama.ir/car/detail-at6g0yob-renault-meganir-2000-1391,2025-11-10
رنو، مگان (وارداتی),2006,"170,000 km",1600,600000000,fixed,https://bama.ir/car/detail-pwp7nwj4-renault-megan-1600-2006,2025-11-10
رنو، کولیوس,2017,"65,000 km",اتوماتیک,4400000000,fixed,https://bama.ir/car/detail-pba8p2ki-renault-koleos-2017,2025-11-10
ری را، 1.7 لیتر توربو,1404,صفر کیلومتر,6 سرعته اتوماتیک,توافقی,negotiable,https://bama.ir/car/detail-5wpxfryn-reera-1.7literturbo-6at-1404,2025-11-10
ری را، 1.7 لیتر توربو,1404,صفر کیلومتر,6 سرعته اتوماتیک,توافقی,negotiable,https://bama.ir/car/detail-pr9pswey-reera-1.7literturbo-6at-1404,2025-11-10
ری را، 1.7 لیتر توربو,1404,صفر کیلومتر,6 سرعته اتوماتیک,1950000000,fixed,https://bama.ir/car/detail-gcmtjbhn-reera-1.7literturbo-6at-1404,2025-11-10
ری را، 1.7 لیتر توربو,1404,صفر کیلومتر,6 سرعته اتوماتیک,1800000000,fixed,https://bama.ir/car/detail-72kaa6dh-reera-1.7literturbo-6at-1404,2025-11-10
ریسپکت، پرایم,1404,صفر کیلومتر,تیپ 2,توافقی,negotiable,https://bama.ir/car/detail-lhm7uxqa-respect-prime-type2-1404,2025-11-10
ریسپکت، پرایم,1404,صفر کیلومتر,تیپ 2,1760000000,fixed,https://bama.ir/car/detail-ejkguq5t-respect-prime-type2-1404,2025-11-10
ریسپکت، پرایم,1404,صفر کیلومتر,تیپ 2,توافقی,negotiable,https://bama.ir/car/detail-a0gqf5lp-respect-prime-type2-1404,2025-11-10
ریسپکت، پرایم,1404,صفر کیلومتر,تیپ 2,توافقی,negotiable,https://bama.ir/car/detail-knufvtdx-respect-prime-type2-1404,2025-11-10
ریسپکت، پرایم,1404,صفر کیلومتر,تیپ 2,1110000000,fixed,https://bama.ir/car/detail-nlftk5n3-respect-prime-type2-1404,2025-11-10
ریسپکت، پرایم,1404,صفر کیلومتر,تیپ 2,1775000000,fixed,https://bama.ir/car/detail-bfdrfohg-respect-prime-type2-1404,2025-11-10
ریسپکت، پرایم,1404,صفر کیلومتر,تیپ 2,1910000000,fixed,https://bama.ir/car/detail-bu28nqvg-respect-prime-type2-1404,2025-11-10
ریسپکت، پرایم,1402,"42,000 km",تیپ 2,1720000000,fixed,https://bama.ir/car/detail-mexv6uzb-respect-prime-type2-1402,2025-11-10
ریسپکت، پرایم,1404,صفر کیلومتر,تیپ 2,1850000000,fixed,https://bama.ir/car/detail-dgks2low-respect-prime-type2-1404,2025-11-10
ریگان، کوپا,1397,"71,000 km",فلگشیپ,1850000000,fixed,https://bama.ir/car/detail-gmwfelbr-rigan-coupa-flagship-1397,2025-11-10
زامیاد، وانت نیسان,1404,صفر کیلومتر,دوگانه سوز,1039000000,fixed,https://bama.ir/car/detail-70npwetz-zamyad-pickup-cng-1404,2025-11-10
زامیاد، وانت نیسان,1403,صفر کیلومتر,دوگانه سوز,965000000,fixed,https://bama.ir/car/detail-pvxklrcj-zamyad-pickup-cng-1403,2025-11-10
زامیاد، وانت نیسان,1403,صفر کیلومتر,دوگانه سوز,توافقی,negotiable,https://bama.ir/car/detail-yudrqrcj-zamyad-pickup-cng-1403,2025-11-10
زامیاد، وانت نیسان,1404,صفر کیلومتر,دوگانه سوز,توافقی,negotiable,https://bama.ir/car/detail-qnnzdqwv-zamyad-pickup-cng-1404,2025-11-10
زامیاد، وانت نیسان,1403,صفر کیلومتر,دوگانه سوز,1140000000,fixed,https://bama.ir/car/detail-ldc8beux-zamyad-pickup-cng-1403,2025-11-10
زامیاد، وانت نیسان,1404,صفر کیلومتر,دوگانه سوز,960000000,fixed,https://bama.ir/car/detail-atlkzvbi-zamyad-pickup-cng-1404,2025-11-10
زامیاد، وانت نیسان,1403,"3,800 km",دوگانه سوز,970000000,fixed,https://bama.ir/car/detail-dv0nm8gx-zamyad-pickup-cng-1403,2025-11-10
زامیاد، پادرا پلاس,1403,"6,000 km",بنزینی,1080000000,fixed,https://bama.ir/car/detail-7nivfpdg-zamyad-padraplus-gas-1403,2025-11-10
زامیاد، کارون,1404,صفر کیلومتر,دنده ای,1100000000,fixed,https://bama.ir/car/detail-3giy0h6h-zamyad-karoon-1404,2025-11-10
زامیاد، کارون,1404,صفر کیلومتر,دنده ای,1170000000,fixed,https://bama.ir/car/detail-1lzqnnxo-zamyad-karoon-1404,2025-11-10
زامیاد، کارون,1404,صفر کیلومتر,دنده ای,توافقی,negotiable,https://bama.ir/car/detail-nfduoqea-zamyad-karoon-1404,2025-11-10
زامیاد، کارون,1404,صفر کیلومتر,دنده ای,1200000000,fixed,https://bama.ir/car/detail-mzoj9bwn-zamyad-karoon-1404,2025-11-10
زوتی، Z300,2014,"103,000 km",دنده ای,695000000,fixed,https://bama.ir/car/detail-gfyio7z8-zotye-z300-2014,2025-11-10
سانگ یانگ، تیوولی,2016,"60,000 km",الیت,1990000000,fixed,https://bama.ir/car/detail-4h8lm3g5-ssangyong-tivoli-elite-2016,2025-11-10
سانگ یانگ، رکستون,2018,"30,000 km",G4,5800000000,fixed,https://bama.ir/car/detail-trekgdkh-ssangyong-rexton-g4-2018,2025-11-10
سانگ یانگ، رکستون,2018,"60,000 km",G4,توافقی,negotiable,https://bama.ir/car/detail-vyzbkfim-ssangyong-rexton-g4-2018,2025-11-10
سانگ یانگ، موسو,1382,"320,000 km",3200,950000000,fixed,https://bama.ir/car/detail-oo20kfw8-ssangyong-musso-3200-1382,2025-11-10
